Character,Dialogue,Setting,Season,Episode,Act,ImdbRating,Opening
Action,(THE HICKS WALKING ON A SNOWY TRAIL IN QUEBEC),SnowyTrail,3,4,3,8.7,
Wayne,"Great day for sleighin' huh, Dan?",SnowyTrail,3,4,3,8.7,
Dan,It's a toboggan.,SnowyTrail,3,4,3,8.7,
Katy,"So, Dary, what's the story?",SnowyTrail,3,4,3,8.7,
Daryl,Which one?,SnowyTrail,3,4,3,8.7,
Dan,I'd hear the ripper story now.,SnowyTrail,3,4,3,8.7,
Katy,"Well, I'd hear why you hate French people so much.",SnowyTrail,3,4,3,8.7,
Wayne,"Doesn't hate 'em. He loves 'em, that's the problem.",SnowyTrail,3,4,3,8.7,
Daryl,"No, I don't.",SnowyTrail,3,4,3,8.7,
Wayne,Do too.,SnowyTrail,3,4,3,8.7,
Daryl,"No, I do not.",SnowyTrail,3,4,3,8.7,
Wayne,"Yeah, you do. You love French gals but hate that they don't love you.",SnowyTrail,3,4,3,8.7,
Katy,"Darry, please explain.",SnowyTrail,3,4,3,8.7,
Daryl,"Well, every time there's a French gal I kinda like, I have a real hard time explaining to her that I kinda like her 'cause she only speaks French.",SnowyTrail,3,4,3,8.7,
Daryl,And I'm not a good enough lookin' dude to get by on just my looks.,SnowyTrail,3,4,3,8.7,
Katy,"Aw, Dary.",SnowyTrail,3,4,3,8.7,
Wayne,Give this guy a fuckin' Puppers.,SnowyTrail,3,4,3,8.7,
Daryl,"And, if there's like, an English gal I kinda like but there's a French dude around, you know she's goin' home with the French dude 'cause the English gals love French dudes.",SnowyTrail,3,4,3,8.7,
Katy,Can confirm.,SnowyTrail,3,4,3,8.7,
Dan,And English dudes love French gals.,SnowyTrail,3,4,3,8.7,
Wayne,Can confirm.,SnowyTrail,3,4,3,8.7,
Daryl,"That's why they can take a walk, the whole lot of 'em.",SnowyTrail,3,4,3,8.7,
Dan,"All right, well let's hear the ripper story, then.",SnowyTrail,3,4,3,8.7,
Wayne,Yeah.,SnowyTrail,3,4,3,8.7,
Daryl,Oh.,SnowyTrail,3,4,3,8.7,
Action,(DARYL LAUGHS),SnowyTrail,3,4,3,8.7,
Daryl,"Oh, OK, so me and McMurray went to the rippers the other night, and there was this stripper and her name was All-anus Morissette.",SnowyTrail,3,4,3,8.7,
Action,(EVERYONE LAUGHS),SnowyTrail,3,4,3,8.7,
Dan,"I loves it when they do variations on real people's names. Like, uh, Avril Vagine.",SnowyTrail,3,4,3,8.7,
Wayne,Nelly Furtaco.,SnowyTrail,3,4,3,8.7,
Katy,Alec Baldwang.,SnowyTrail,3,4,3,8.7,
Daryl,"OK, yeah, yeah, yeah, yup, but, but … All-Anus Morrisette.",SnowyTrail,3,4,3,8.7,
Action,(EVERYONE LAUGHS),SnowyTrail,3,4,3,8.7,
Wayne,Sm'ellen Degenitals.,SnowyTrail,3,4,3,8.7,
Dan,"Oh, Meryl Strip.",SnowyTrail,3,4,3,8.7,
Katy,Hannibal Licked-her.,SnowyTrail,3,4,3,8.7,
Daryl,Dongie Darko.,SnowyTrail,3,4,3,8.7,
Wayne,Count Dracu-load.,SnowyTrail,3,4,3,8.7,
Dan,"Oh, that's a fun one, too, 'cause it lends itself to good costumes. And that's just so camp.",SnowyTrail,3,4,3,8.7,
Action,(DARYL LAUGHING),SnowyTrail,3,4,3,8.7,
Daryl,"Yeah, yeah, but no, no, but … All-anus Morrisette.",SnowyTrail,3,4,3,8.7,
Action,(LAUGHING HEARD IN THE DISTANCE),SnowyTrail,3,4,3,8.7,
Action,(FRENCH RADIO PROGRAM HEARD IN THE BACKGROUND),SnowyTrail,3,4,3,8.7,
Action,(THE HICKS SEE 3 PEOPLE SITTING ON LAKE ICE FISHING WITH SNOWMOBILES BEHIND THEM),SnowyTrail,3,4,3,8.7,
Dan,Who's that?,SnowyTrail,3,4,3,8.7,
Daryl,The French.,SnowyTrail,3,4,3,8.7,
Action,(DARYL SPITS),SnowyTrail,3,4,3,8.7,
Action,(FRENCH PEOPLE CONTINUE LAUGHING),SnowyTrail,3,4,3,8.7,
Setting,(IN HOCKEY DRESSING ROOM),,3,4,4,8.7,
Reilly,Boys.,HockeyLockerRoom,3,4,4,8.7,
Jonesy,Boys.,HockeyLockerRoom,3,4,4,8.7,
Action,(REILLY AND JONESY DO TRUCK HORN MOTION),HockeyLockerRoom,3,4,4,8.7,
Reilly,Ehhnnn ehnnnn!,HockeyLockerRoom,3,4,4,8.7,
Jonesy,Ehhnnn ehnnnn!,HockeyLockerRoom,3,4,4,8.7,
Barts,What is that you little bitch?,HockeyLockerRoom,3,4,4,8.7,
Yorkie,"What's the red stuff, schmelts?",HockeyLockerRoom,3,4,4,8.7,
Reilly,"Shred the red, boys.",HockeyLockerRoom,3,4,4,8.7,
Jonesy,"Shred the red, boys. Less meals, all wheels.",HockeyLockerRoom,3,4,4,8.7,
Reilly,Protein powder program. Meal suppies.,HockeyLockerRoom,3,4,4,8.7,
Jonesy,"Meal scheddie looks like this, boys. Breakfast, Shreddies. Lunch, shreddie the reddies. Dinner, spaghettis.",HockeyLockerRoom,3,4,4,8.7,
Action,(Reilly and Jonesy bump fists),HockeyLockerRoom,3,4,4,8.7,
Action,(Reilly and Jonesy's stomaches rumble),HockeyLockerRoom,3,4,4,8.7,
Jonesy,Shit!,HockeyLockerRoom,3,4,4,8.7,
Action,(Reilly and Jonesy rush to bathroom),HockeyLockerRoom,3,4,4,8.7,
Action,(Reilly and Jonesy enter bathroom stalls),HockeyBathroom,3,4,4,8.7,
Action,(Reilly and Jonesy both fart uncontrollably),HockeyBathroom,3,4,4,8.7,
Reilly,"Only thing about shredding the red is a few more trips to the shit shed, boys.",HockeyBathroom,3,4,4,8.7,
Action,(Reilly and Jonesy both fart),HockeyBathroom,3,4,4,8.7,
Jonesy,"A few more trips to brown town, buddy.",HockeyBathroom,3,4,4,8.7,
Reilly,Table for one at the Poo-za Hut.,HockeyBathroom,3,4,4,8.7,
Jonesy,"Gotta let the jerseys out of the barn, bro.",HockeyBathroom,3,4,4,8.7,
Reilly,You'll be Russian to a state visit with Splat-amir Poo-tin.,HockeyBathroom,3,4,4,8.7,
Jonesy,"Drown a few brown snakes, bro.",HockeyBathroom,3,4,4,8.7,
Reilly,"Couple of King Cobra coilers, boys.",HockeyBathroom,3,4,4,8.7,
Jonesy,"King Kong coilers, boys.",HockeyBathroom,3,4,4,8.7,
Action,(Camera cuts away to show Shoresy in 3rd stall),HockeyBathroom,3,4,4,8.7,
Shoresy,"Fuck my entire fuckin' life, if you tit-fuckers light a match in here, the whole fuckin' barn's goin' up.",HockeyBathroom,3,4,4,8.7,
Reilly,"Fuck you, Shoresy.",HockeyBathroom,3,4,4,8.7,
Shoresy,"Fuck you, Reilly. Fight me, see what happens.",HockeyBathroom,3,4,4,8.7,
Action,(Reilly and Jonesy both fart),HockeyBathroom,3,4,4,8.7,
Reilly,"Yeah? What's gonna happen, Shoresy?",HockeyBathroom,3,4,4,8.7,
Shoresy,"Three things, I hit you, you hit the pavement, I jerk off on your driver's side door handle.",HockeyBathroom,3,4,4,8.7,
Jonesy,"Fuck you, Shoresy.",HockeyBathroom,3,4,4,8.7,
Shoresy,"Fuck you, Jonesy. Tell your mom to top up the cell phone she bought me so I can FaceTime her late night.",HockeyBathroom,3,4,4,8.7,
Setting,(The Skids in Basement),SkidsBasement,3,4,5,8.7,
Action,(Roald talking to Stewart),SkidsBasement,3,4,5,8.7,
Roald,I don't think we can trust her.,SkidsBasement,3,4,5,8.7,
Stewart,"Pourquoi, Roald?",SkidsBasement,3,4,5,8.7,
Roald,She's got that look.,SkidsBasement,3,4,5,8.7,
Stewart,What?,SkidsBasement,3,4,5,8.7,
Roald,"You know when somebody comes to your party and does all your drugs, then tells everybody that you're the drug addict?",SkidsBasement,3,4,5,8.7,
Stewart,Sit,SkidsBasement,3,4,5,8.7,
Stewart,Stay!,SkidsBasement,3,4,5,8.7,
Stewart,"FAK-U's mission moving forward is hereby labeled, ""Operation Gae.""",SkidsBasement,3,4,5,8.7,
Stewart,"Objective? Find a way to get Gae back to the city, as per her  wishes.",SkidsBasement,3,4,5,8.7,
Gae,Danke schoen.,SkidsBasement,3,4,5,8.7,
Roald,"Danke stop, you're not even German.",SkidsBasement,3,4,5,8.7,
Stewart,"Danke shut your mouth, Roald.",SkidsBasement,3,4,5,8.7,
Action,(Roald hisses),SkidsBasement,3,4,5,8.7,
Stewart,"Modus operandi, create mailbox mayhem.",SkidsBasement,3,4,5,8.7,
Stewart,Our Operation Gae HQ is here.,SkidsBasement,3,4,5,8.7,
Action,(Stewart circles spot on whiteboard),SkidsBasement,3,4,5,8.7,
Stewart,"During the last gasp of daylight, we will skulk into our various positions here, here, here, and here.",SkidsBasement,3,4,5,8.7,
Action,(Stewart circles multiple spots on whiteboard),SkidsBasement,3,4,5,8.7,
Stewart,"Then upon clown sundown, we will wreak havoc all over town.",SkidsBasement,3,4,5,8.7,
Stewart,We'll deposit the contraband in my trunk and we will dump our load Here.,SkidsBasement,3,4,5,8.7,
Action,(Stewart circles a spot on whiteboard),SkidsBasement,3,4,5,8.7,
Stewart,In the Dollar Store parking lot.,SkidsBasement,3,4,5,8.7,
Gae,"To clarify, you want to steal mailboxes?",SkidsBasement,3,4,5,8.7,
Stewart,Affirmative.,SkidsBasement,3,4,5,8.7,
Gae,That's a federal crime.,SkidsBasement,3,4,5,8.7,
Action,(Stewart laughs),SkidsBasement,3,4,5,8.7,
Stewart,Are you scared?,SkidsBasement,3,4,5,8.7,
Gae,No.,SkidsBasement,3,4,5,8.7,
Action,(Gae punches Stewart in the nuts),SkidsBasement,3,4,5,8.7,
Action,(Stewart groans in pain),SkidsBasement,3,4,5,8.7,
Stewart,"Best of all, Wayne et al. will assume the destruction was caused by Tanis and her crew again.",SkidsBasement,3,4,5,8.7,
Gae,It's perfect.,SkidsBasement,3,4,5,8.7,
Roald,"Hey, maybe could urinate in the mailboxes too, you know. To underline how pissed off we are.",SkidsBasement,3,4,5,8.7,
Action,(Roald laughs),SkidsBasement,3,4,5,8.7,
Stewart,Roald! You're in FAK-U now. It's serious. You're in or you're out.,SkidsBasement,3,4,5,8.7,
Roald,I acquiese.,SkidsBasement,3,4,5,8.7,
Stewart,We are FAK-U.,SkidsBasement,3,4,5,8.7,
Action,(Roald and Gae yell in unison),SkidsBasement,3,4,5,8.7,
Roald,Freaks Acting Krazee United! .,SkidsBasement,3,4,5,8.7,
Gae,Freaks Acting Krazee United! .,SkidsBasement,3,4,5,8.7,
Stewart,Give me three good reasons why you feel you must rebel.,SkidsBasement,3,4,5,8.7,
Action,(Roald and Gae yell in unison),SkidsBasement,3,4,5,8.7,
Roald,I hate the world. I hate my parents. I hate myself. I hate they!,SkidsBasement,3,4,5,8.7,
Gae,I hate the world. I hate my parents. I hate myself. I hate they!,SkidsBasement,3,4,5,8.7,
Stewart,FAK-U!,SkidsBasement,3,4,5,8.7,
Action,"(Everyone puts on their masks and flips the bird, while yelling in unison.)",SkidsBasement,3,4,5,8.7,
Stewart,FAK-U!,SkidsBasement,3,4,5,8.7,
Roald,FAK-U!,SkidsBasement,3,4,5,8.7,
Gae,FAK-U!,SkidsBasement,3,4,5,8.7,
Setting,(The Hicks ice fishing at frozen lake in Quebec),,3,4,6,8.7,
Action,"(French guys are laughing, drinking beer, and listening to radio)",QuebecFrozenLake,3,4,6,8.7,
Daryl,"Not only are they gal hoggers, they're louder than a bunch of … goat … goddamn stranded seals over there.",QuebecFrozenLake,3,4,6,8.7,
Wayne,Get this guy a fuckin' Puppers.,QuebecFrozenLake,3,4,6,8.7,
Daryl,I got a Puppers right here.,QuebecFrozenLake,3,4,6,8.7,
Action,(French guys continue to laugh loudly),QuebecFrozenLake,3,4,6,8.7,
Daryl,Hey! Didn't they teach you how to pipe down in CEGEP? ,QuebecFrozenLake,3,4,6,8.7,
Jean-Guy,What's his problem?,QuebecFrozenLake,3,4,6,8.7,
Action,(French guys talk loudly and sing along with loud music on radio),QuebecFrozenLake,3,4,6,8.7,
Dan,Hey! He said simmers down! So simmers down!,QuebecFrozenLake,3,4,6,8.7,
Dan,"Why don't you go eat some tartars, you snail suckin' mime lovers!",QuebecFrozenLake,3,4,6,8.7,
Action,(French guys get quiet),QuebecFrozenLake,3,4,6,8.7,
Jean-Guy,(French) I don't know what you're saying but … ain't no reason to get excited.,QuebecFrozenLake,3,4,6,8.7,
Daryl,"I don't know what the fuck you're saying, but turn that shit down! I would rather have Celine Dion.",QuebecFrozenLake,3,4,6,8.7,
Jean-Guy,(French) I still don't know what your'e saying but I heard Celine Dion's name spoken in a hostile tone!,QuebecFrozenLake,3,4,6,8.7,
Jean-Carl,(French) Nobody speaks Celine Dion's name in a hostile tone!,QuebecFrozenLake,3,4,6,8.7,
Jean-Pierre,(French) Celine Dion is a national treasure! She is an angel! We love her like we love our own mothers!,QuebecFrozenLake,3,4,6,8.7,
Jean-Guy,(French) Roch Voisine is also very talented.,QuebecFrozenLake,3,4,6,8.7,
Wayne,What do they say about arguing with idiots?,QuebecFrozenLake,3,4,6,8.7,
Katy,They'll drag you down to their level and beat you with experience.,QuebecFrozenLake,3,4,6,8.7,
Wayne,"Over and out. I can be helpful here, fellas.",QuebecFrozenLake,3,4,6,8.7,
Daryl,No we We got this. We got this.,QuebecFrozenLake,3,4,6,8.7,
Daryl,"I still don't know what the fuck you're saying, but you're saying it now in a hostile tone. And youse don't speak to us in a hostile tone.",QuebecFrozenLake,3,4,6,8.7,
Jean-Guy,(French) I see you have a beautiful woman with you … so I guess that makes one in the entire fuckin' province of Ontario,QuebecFrozenLake,3,4,6,8.7,
Jean-Carl,(French) The most beautiful women are French women!,QuebecFrozenLake,3,4,6,8.7,
Jean-Guy,(French) Always French women!,QuebecFrozenLake,3,4,6,8.7,
Jean-Pierre,(French) … and you wouldn't know what to do with a French woman!,QuebecFrozenLake,3,4,6,8.7,
Action,(French guys start laughing),QuebecFrozenLake,3,4,6,8.7,
Action,(Daryl and Dan mock the French guys' laugh),QuebecFrozenLake,3,4,6,8.7,
Daryl,"I still don't know what the fuck you're saying, but other than Georges St-Pierre, every Frenchman is a fuckin' pussy! So youse better simmer down and I mean right now!",QuebecFrozenLake,3,4,6,8.7,
Jean-Guy,(Frech) Go fuckin' listen to Bryan Adams in Saskatoon. You're a fuckin' loser!,QuebecFrozenLake,3,4,6,8.7,
Daryl,"Well, why don't you go to a poutine festival in the Thetford Mines?",QuebecFrozenLake,3,4,6,8.7,
Jean-Carl,"(French) Go have a fuckin' rodeo in Moose Jaw, cowboy!",QuebecFrozenLake,3,4,6,8.7,
Dan,"Why don't you go canoe in the three rivers, you inbred fur traders? ",QuebecFrozenLake,3,4,6,8.7,
Jean-Pierre,(French) Go eat a Nanaimo bar in Kamloops! Eat shit!,QuebecFrozenLake,3,4,6,8.7,
Dan,I fucking know what that means.,QuebecFrozenLake,3,4,6,8.7,
Katy,I love Nanaimo Bars.,QuebecFrozenLake,3,4,6,8.7,
Wayne,Cause you do pot.,QuebecFrozenLake,3,4,6,8.7,
Katy,Yeah.,QuebecFrozenLake,3,4,6,8.7,
Dan,"Then why don't you go savagely force feed a duck and then enjoy your foie gras in a sugar shack, Trudeau?",QuebecFrozenLake,3,4,6,8.7,
Action,(French guys gasp),QuebecFrozenLake,3,4,6,8.7,
Daryl,"Why don't you go snowshoe into the Bell Centre to watch back-to-back sold-out Simple Plan shows, then go eat some Montreal smoked meat, you bagel-munching, rope pissers?",QuebecFrozenLake,3,4,6,8.7,
Action,(Anik rides up on snowmobile),QuebecFrozenLake,3,4,6,8.7,
Action,(Sexy music plays as Anik walks into the French camp),QuebecFrozenLake,3,4,6,8.7,
Jean-Guy,(French) Anik! Can I get you … a crepe? Pfft. Or some beef bourguignon? Pfft.,QuebecFrozenLake,3,4,6,8.7,
Jean-Carl,(French) Have some rattatouille. Pfft.,QuebecFrozenLake,3,4,6,8.7,
Jean-Pierre,(French) Duck confit? Pfft.,QuebecFrozenLake,3,4,6,8.7,
Jean-Guy,(French) Maybe a little poutine. Pfft.,QuebecFrozenLake,3,4,6,8.7,
Jean-Carl,(French) Or some cassoulet? Pfft.,QuebecFrozenLake,3,4,6,8.7,
Jean-Pierre,(French) Or some coq au vin? Pfft.,QuebecFrozenLake,3,4,6,8.7,
Dan,"No, you're a cock a vine!",QuebecFrozenLake,3,4,6,8.7,
Katy,"You know what, Dan? Sit down.",QuebecFrozenLake,3,4,6,8.7,
Wayne,"You know, this one's off the beaten path a wee bit, but do you ever notice how French people go ""pfft"" at the end of a sentence? ",QuebecFrozenLake,3,4,6,8.7,
Katy,"Yeah … yeah, I noticed that. French people do that all the time. They end a sentence and they go ""pfft.""",QuebecFrozenLake,3,4,6,8.7,
Dan,I don't knows if I follows.,QuebecFrozenLake,3,4,6,8.7,
Wayne,"Well, like if you were an English person going ""pfft"" at the end of a sentence, like French people go ""pfft"" at the end of the sentence, the sentence would probably be something like, ""You get so drunk some nights you piss the bed, ""but other nights you get so stoned ""you can't piss at all, so pfft.",QuebecFrozenLake,3,4,6,8.7,
Katy,"Yeah, or like your guy says, ""Sex isn't good anymore."" And you're like, ""Well, how do you think I feel? ""All you put into it is your dick. Pfft.",QuebecFrozenLake,3,4,6,8.7,
Wayne," You wanna know what's kind of fun to make fun of 'em for? Is if right after they go ""pfft,"" you go (FART NOISE). ",QuebecFrozenLake,3,4,6,8.7,
Katy,Do that again?,QuebecFrozenLake,3,4,6,8.7,
Wayne,(Fart noise),QuebecFrozenLake,3,4,6,8.7,
Katy,"So like, ""You like having casual sex ""'cause he gives you some good, ""but at the end of the day, he doesn't give you ""a God damn, so, pfft.",QuebecFrozenLake,3,4,6,8.7,
Wayne,(Fart noise),QuebecFrozenLake,3,4,6,8.7,
Katy,(Fart noise),QuebecFrozenLake,3,4,6,8.7,
Dan,And you know what else? None of youse knows where to put the S's in your God damn sentences.,QuebecFrozenLake,3,4,6,8.7,
Dan,So why don't you go get tricked by a Just For Laughs Gags before you have to hold a referendum to separate my foot from your ass!,QuebecFrozenLake,3,4,6,8.7,
Jean-Guy,(French) Cheers!,QuebecFrozenLake,3,4,6,8.7,
Wayne,"Choice words, super chief.",QuebecFrozenLake,3,4,6,8.7,
Setting,(Reilly and Jonesy exit bathroom stalls in locker room bathroom),,3,4,7,8.7,
Reilly,"Now that was a big turd, period, brother.",HockeyLockerRoom,3,4,7,8.7,
Jonesy,"You gotta have a big turd, buddy.",HockeyLockerRoom,3,4,7,8.7,
Reilly,"Sniped a penalty shit, bro.",HockeyLockerRoom,3,4,7,8.7,
Jonesy,Finally got the poo-er play clickin' bro.,HockeyLockerRoom,3,4,7,8.7,
Reilly,Almost had to foreshit the game.,HockeyLockerRoom,3,4,7,8.7,
Jonesy,Too many poo-minute penalties.,HockeyLockerRoom,3,4,7,8.7,
Action,(Reilly and Jonesy bump fists),HockeyLockerRoom,3,4,7,8.7,
Reilly,So what? You boys ready to shred the red? ,HockeyLockerRoom,3,4,7,8.7,
Jonesy,"Shreddy the reddy, boys. Try it for praccy.",HockeyLockerRoom,3,4,7,8.7,
Barts,"Not sure I want a trouser brownie, you little bitch. Yorkie?",HockeyLockerRoom,3,4,7,8.7,
Yorkie,"Not sure I'm up for smuggling Fudgee-Os either, Barts. Scholtzy?",HockeyLockerRoom,3,4,7,8.7,
Scholtzy,"Not sure I'm up for squishy poopies. If it ain't yumsies in my tumsies, my poopies go squishies. Pussy! Fisky?",HockeyLockerRoom,3,4,7,8.7,
Fisky,I've been stocking nut like Bulk Barn. Boomtown?,HockeyLockerRoom,3,4,7,8.7,
Boomtown,In!,HockeyLockerRoom,3,4,7,8.7,
Reilly,"That's what I fuckin' love about you, Boomtown.",HockeyLockerRoom,3,4,7,8.7,
Jonesy,"Love the jam, Boomtown! Love it!",HockeyLockerRoom,3,4,7,8.7,
Reilly,Shred the red!,HockeyLockerRoom,3,4,7,8.7,
Action,"(Reilly, Jonesy, Boomtown and some other hockey players start chanting)",HockeyLockerRoom,3,4,7,8.7,
Reilly,Shred the red! Shred the red! Shred the red!,HockeyLockerRoom,3,4,7,8.7,
Jonesy,Shred the red! Shred the red! Shred the red!,HockeyLockerRoom,3,4,7,8.7,
Boomtown,Shred the red! Shred the red! Shred the red!,HockeyLockerRoom,3,4,7,8.7,
Setting,(Skids in Stewart's Honda),ResidentialStreet,3,4,8,8.7,
Music,(Organ music playing),ResidentialStreet,3,4,8,8.7,
Music,(French rap music playing),ResidentialStreet,3,4,8,8.7,
Action,(Skids get out of car dressed in clown costumes and masks),ResidentialStreet,3,4,8,8.7,
Action,(Skids knock down mailboxes with shovels and other tools),ResidentialStreet,3,4,8,8.7,
Setting,(The Hicks at frozen lake in Quebec),,3,4,9,8.7,
Daryl,She is hot.,QuebecFrozenLake,3,4,9,8.7,
Wayne,I'm pretty sure the French word for hot is chaud.,QuebecFrozenLake,3,4,9,8.7,
Daryl,I'd like to chaud her something.,QuebecFrozenLake,3,4,9,8.7,
Katy,"Why don't you invite her to the chaise lounge, Darry?",QuebecFrozenLake,3,4,9,8.7,
Daryl, I would Except I wouldn't be able to understand what she's saying half the time. And I'm not a good enough looking guy to get by on just my looks.,QuebecFrozenLake,3,4,9,8.7,
Katy,"Aw, Darry.",QuebecFrozenLake,3,4,9,8.7,
Dan,"Cheer up, Dary. Despite those frogs, whose wives can't even take their last names.",QuebecFrozenLake,3,4,9,8.7,
Wayne,I'm pretty sure they don't use middle names over there either.,QuebecFrozenLake,3,4,9,8.7,
Daryl,No middle names? It's 2015.,QuebecFrozenLake,3,4,9,8.7,
Katy,"No, it's not.",QuebecFrozenLake,3,4,9,8.7,
Dan,I loves fishin' in Kwee-bec.,QuebecFrozenLake,3,4,9,8.7,
Katy,Who doesn't love fishing in Kay-bec?,QuebecFrozenLake,3,4,9,8.7,
Wayne,It's great fishin in Kyu-bec.,QuebecFrozenLake,3,4,9,8.7,
Daryl,I fuckin' hate Quebec.,QuebecFrozenLake,3,4,9,8.7,
Wayne,Get this guy a fuckin' Puppers.,QuebecFrozenLake,3,4,9,8.7,
Action,(French guys throw a fish at the Hicks),QuebecFrozenLake,3,4,9,8.7,
Jean-Guy,(French) There. Some food for you. Since your provincial government is fucking it all up. Pfft.,QuebecFrozenLake,3,4,9,8.7,
Action,(Wayne stands up dramatically),QuebecFrozenLake,3,4,9,8.7,
Wayne,(Fart noise),QuebecFrozenLake,3,4,9,8.7,
Jean-Guy,Pfft.,QuebecFrozenLake,3,4,9,8.7,
Wayne,(Fart noise),QuebecFrozenLake,3,4,9,8.7,
Jean-Guy,Pfft.,QuebecFrozenLake,3,4,9,8.7,
Wayne,(Fart noise),QuebecFrozenLake,3,4,9,8.7,
Action,(The French leave on their snowmobiles),QuebecFrozenLake,3,4,9,8.7,
Dan,Well I guess everybody understands body language.,QuebecFrozenLake,3,4,9,8.7,
Daryl,Anik is gone forever.,QuebecFrozenLake,3,4,9,8.7,
Katy,"Aw, next time, you'll know to strike while the iron's hot, big shooter.",QuebecFrozenLake,3,4,9,8.7,
Daryl,I just can't catch a break.,QuebecFrozenLake,3,4,9,8.7,
Action,(Daryl hooks a fish),QuebecFrozenLake,3,4,9,8.7,
Dan,"Oh, you got one!",QuebecFrozenLake,3,4,9,8.7,
Action,(Darly tries to reel it in but loses the fish),QuebecFrozenLake,3,4,9,8.7,
Daryl,Oh bother.,QuebecFrozenLake,3,4,9,8.7,
Setting,(Hockey players enter the rink),HockeyRink,3,4,10,8.7,
Reilly,Oh! Too hot.,HockeyRink,3,4,10,8.7,
Action,(Reilly farts),HockeyRink,3,4,10,8.7,
Reilly,"I've had a hearty, boys.",HockeyRink,3,4,10,8.7,
Jonesy,"Mudslide, budski.",HockeyRink,3,4,10,8.7,
Action,(Several players fart),HockeyRink,3,4,10,8.7,
Action,(Barts farts),HockeyRink,3,4,10,8.7,
Barts,"Oh, no. I've shit my pants. You little bitch. Yorkie.",HockeyRink,3,4,10,8.7,
Action,(Yorkie farts),HockeyRink,3,4,10,8.7,
Yorkie,I've cranked an eight-ball in my sports-shorts. Scholtzy?,HockeyRink,3,4,10,8.7,
Action,(Scholtzy's stomach rumbles),HockeyRink,3,4,10,8.7,
Action,(Scholtzy farts),HockeyRink,3,4,10,8.7,
Scholtzy,Peak behind door number two to see my little poop de Ville. It's my little deuce poop. Pussy. Fisky.,HockeyRink,3,4,10,8.7,
Action,(Fisky farts),HockeyRink,3,4,10,8.7,
Fisky,I have a blumpy. A grumpy blumpy. Boomtown.,HockeyRink,3,4,10,8.7,
Action,(Boomtown spits),HockeyRink,3,4,10,8.7,
Boomtown,I'm ready to get the lead out. I'm ready to …,HockeyRink,3,4,10,8.7,
Action,(Boomtown farts and makes a look of surprise on his face),HockeyRink,3,4,10,8.7,
Boomtown,"Wait. I shit my pants, too. I'm sorry.",HockeyRink,3,4,10,8.7,
Barts,"This is on you, you little bitch. ",HockeyRink,3,4,10,8.7,
Yorkie,"I'm gonna get you, schmelt! ",HockeyRink,3,4,10,8.7,
Action,(Hockey players continue to fart),HockeyRink,3,4,10,8.7,
Setting,(Skids Basement),SkidsBasement,3,4,11,8.7,
Gae,Cops are so dumb. Cops are mushrooms.,SkidsBasement,3,4,11,8.7,
Stewart,"I'll need you to expound, Gae.",SkidsBasement,3,4,11,8.7,
Gae,"What do you do with mushrooms? Are we talking Portobello? Shiitake? Chanterelles? I can cook, you know.",SkidsBasement,3,4,11,8.7,
Stewart,You give them shit and keep them in the dark.,SkidsBasement,3,4,11,8.7,
Gae,"Roald, ae you afflicted?",SkidsBasement,3,4,11,8.7,
Action,(Gae pricks hers and Stewarts fingers),SkidsBasement,3,4,11,8.7,
Stewart,What are you … ow!,SkidsBasement,3,4,11,8.7,
Action,(The skids join their fingers together on the blood),SkidsBasement,3,4,11,8.7,
Gae,Give me three reasons why you feel you must rebel,SkidsBasement,3,4,11,8.7,
Action,(Stewart and Roald speak simultanously),SkidsBasement,3,4,11,8.7,
Stewart,I hate the world. I hate my parents. I hate myself!,SkidsBasement,3,4,11,8.7,
Roald,I hate the world. I hate my parents. I hate myself!,SkidsBasement,3,4,11,8.7,
Gae,As you were,SkidsBasement,3,4,11,8.7,
Action,"(Gae, Stewart, and Roald boast in unison)",SkidsBasement,3,4,11,8.7,
Roald,FAK-U!,SkidsBasement,3,4,11,8.7,
Gae,FAK-U!,SkidsBasement,3,4,11,8.7,
Stewart,FAK-U!,SkidsBasement,3,4,11,8.7,
Setting,(The Hicks on frozen lake in Quebec),QuebecFrozenLake,3,4,12,8.7,
Katy,What a bust.,QuebecFrozenLake,3,4,12,8.7,
Wayne,"Pretty pedestrian effort, super chieftains.",QuebecFrozenLake,3,4,12,8.7,
Dan,Only fish we caught was the one Cock Cousteau tossed over at us.,QuebecFrozenLake,3,4,12,8.7,
Daryl,I fuckin' hate Quebec. Can't catch a break here.,QuebecFrozenLake,3,4,12,8.7,
Action,(Several snowmobiles approach),QuebecFrozenLake,3,4,12,8.7,
Daryl,Oh bother. Degens from up-country.,QuebecFrozenLake,3,4,12,8.7,
FrenchDegen1,"No ostrich fuckers in Quebec, hicks.",QuebecFrozenLake,3,4,12,8.7,
Dan,"Well, we are way the fucks outnumbered, bud.",QuebecFrozenLake,3,4,12,8.7,
Wayne,"It's not how many you win, it's how many you show up for.",QuebecFrozenLake,3,4,12,8.7,
Daryl,Is that a No Fear slogan?,QuebecFrozenLake,3,4,12,8.7,
Wayne,Likely.,QuebecFrozenLake,3,4,12,8.7,
Jean-Pierre,(French) Degens from up country!,QuebecFrozenLake,3,4,12,8.7,
Jean-Guy,(French) I fuckin' hate degens from up country.,QuebecFrozenLake,3,4,12,8.7,
Action,(Jean-Carl spits),QuebecFrozenLake,3,4,12,8.7,
